array,random_access,1,12.70,53765152
array,random_access,2,10.90,53765152
array,random_access,3,9.00,53765152
array,random_access,4,7.40,53765152
array,random_access,5,3.80,53765152
arraylist,random_access,1,68.00,53765152
arraylist,random_access,2,33.70,53765152
arraylist,random_access,3,31.30,53765152
arraylist,random_access,4,16.30,53765152
arraylist,random_access,5,17.80,53765152
